TEXTO;CORRECCION
fecundiza;fecundizar
segmenta;segmentar
mutila;mutilar
bastardea;bastardear
subtiende;subtender
retrueca;retrocar
expide;expedir
acalla;acallar
voltea;voltear
digiere;digerir
lubrica;lubricar
enrojece;enrojecer
unta;untar
copula;copular
apresenta;apresentar
analisa;analizar
desestabiliza;desestabilizar
abarata;abaratar
recepta;receptar
desaprovecha;desaprovechar
raciona;racionar
falsea;falsear
extracta;extractar
desfigura;desfigurar
populariza;popularizar
socorre;socorrer
provence;provencer
acuita;acuitar
exhuma;exhumar
reescribe;reescribir
autodiagnostica;autodiagnosticar
arica;aricar
submete;submeter
inmola;inmolar
abasta;abastar
displace;displacer
supedita;supeditar
mea;mear
interrelaciona;interrelacionar
desarma;desarmar
cancera;cancerar
subclasifica;subclasificar
perece;perecer
recaba;recabar
lacta;lactar
recicla;reciclar
confecciona;confeccionar
economiza;economizar
acompleja;acomplejar
alija;alijar
arola;arolar
vicia;viciar
funge;fungir
tuesta;tostar
tamiza;tamizar
malven;malver
gelatiniza;gelatinizar
trasvasa;trasvasar
mimetiza;mimetizar
reintegra;reintegrar
rentabiliza;rentabilizar
secciona;seccionar
reinduce;reinducir
fermenta;fermentar
gelifica;gelificar
diminuye;diminuir
diverge;divergir
felicita;felicitar
florea;florear
permea;permear
comercia;comerciar
recalcula;recalcular
universaliza;universalizar
centraliza;centralizar
puntea;puntear
escasea;escasear
picotea;picotear
apresa;apresar
fornica;fornicar
bascula;bascular
amamanta;amamantar
degusta;degustar
liofiliza;liofilizar
expende;expender
castra;castrar
croma;cromar
transamina;transaminar
pede;peder
protocoliza;protocolizar
palla;pallar
empaqueta;empaquetar
disgusta;disgustar
aba;abar
licita;licitar
robustece;robustecer
inspecciona;inspeccionar
andrena;andrenar
amide;amedir
encumbra;encumbrar
encarta;encartar
aviva;avivar
aventaja;aventajar
especializa;especializar
orea;orear
cuadruplica;cuadruplicar
aune;aunir
redisuelve;redisolver
hornea;hornear
aromatiza;aromatizar
arrebola;arrebolar
anvisa;anvisar
moja;mojar
liberaliza;liberalizar
pacifica;pacificar
desperdicia;desperdiciar
valoriza;valorizar
diaba;diabar
performa;performar
ojala;ojalar
pune;punir
recusa;recusar
foresta;forestar
cimienta;cimentar
hidrata;hidratar
abastece;abastecer
aluja;alujar
escolariza;escolarizar
rola;rolar
desconsidera;desconsiderar
reincide;reincidir
pintea;pintear
autoinforma;autoinformar
resilencia;resilenciar
acrece;acrecer
autoorganiza;autoorganizar
testifica;testificar
reencuadra;reencuadrar
despreocupa;despreocupar
pontifica;pontificar
autocultiva;autocultivar
subsidia;subsidiar
legaliza;legalizar
lomea;lomear
retribuye;retribuir
recrudece;recrudecer
prodi;prodar
modeliza;modelizar
itera;iterar
jubila;jubilar
bigemina;bigeminar
informatiza;informatizar
compatibiliza;compatibilizar
desclava;desclavar
ataja;atajar
parametriza;parametrizar
besa;besar
desincentiva;desincentivar
sanea;sanear
predetermina;predeterminar
desmoraliza;desmoralizar
indiscrimina;indiscriminar
recuenta;recontar
prostituye;prostituir
autoinflige;autoinfligir
aupa;aupar
descalcifica;descalcificar
deshoja;deshojar
colleva;collevar
desanima;desanimar
sobreajusta;sobreajustar
desarbola;desarbolar
despereza;desperezar
descola;descolar
globaliza;globalizar
suaviza;suavizar
apella;apellar
aborta;abortar
torrea;torrear
inutiliza;inutilizar
recircula;recircular
ralla;rallar
reconvierte;reconvertir
cepilla;cepillar
calcifica;calcificar
recava;recavar
condesciende;condescender
autoejerce;autoejercer
patenta;patentar
recolecta;recolectar
infranotifica;infranotificar
resopla;resoplar
malfunciona;malfuncionar
desfavorece;desfavorecer
sobreprotege;sobreproteger
argenta;argentar
elementa;elementar
readapta;readaptar
ovalo;ovalar
diseca;disecar
entalla;entallar
autonomiza;autonomizar
orbita;orbitar
afila;afilar
frota;frotar
refringe;refringir
discorre;discorrer
endereza;enderezar
percute;percutir
rehabilita;rehabilitar
discroma;discromar
acciona;accionar
sofoca;sofocar
lacera;lacerar
reamputa;reamputar
reposiciona;reposicionar
entrecruza;entrecruzar
ioniza;ionizar
azuma;azumar
desarmoniza;desarmonizar
descomprime;descomprimir
desalinea;desalinear
parpadea;parpadear
ondula;ondular
desensambla;desensamblar
resuspende;resuspender
autotrasplanta;autotrasplantar
didi;didar
estiliza;estilizar
amedrenta;amedrentar
mineraliza;mineralizar
salpica;salpicar
afeita;afeitar
exila;exilar
enrolla;enrollar
recapacita;recapacitar
rehidrata;rehidratar
rejuvenece;rejuvenecer
cuatricroma;cuatricromar
accidenta;accidentar
atraca;atracar
chuta;chutar
reemprende;reemprender
languidece;languidecer
inhabilita;inhabilitar
entromete;entrometer
infrautiliza;infrautilizar
incendia;incendiar
musica;musicar
contraataca;contraatacar
asedia;asediar
incrimina;incriminar
descodifica;descodificar
extralimita;extralimitar
condice;condecir
suboptimiza;suboptimizar
instrumentaliza;instrumentalizar
congestiona;congestionar
prediagnostica;prediagnosticar
perfuma;perfumar
resbala;resbalar
distributa;distributar
descontrola;descontrolar
desregula;desregular
autoadministra;autoadministrar
encorva;encorvar
redirecciona;redireccionar
atornilla;atornillar
desola;desolar
laza;lazar
osifica;osificar
cunea;cunear
reinserta;reinsertar
innova;innovar
grilla;grillar
yugula;yugular
expensa;expensar
transluce;translucir
cuadricula;cuadricular
encasilla;encasillar
reconecta;reconectar
escanea;escanear
desorienta;desorientar
exaspera;exasperar
enternece;enternecer
vocaliza;vocalizar
prefigura;prefigurar
recepciona;recepcionar
explaya;explayar
aficiona;aficionar
corteja;cortejar
alista;alistar
descarrila;descarrilar
aquieta;aquietar
dipaula;dipaular
apareja;aparejar
autoobserva;autoobservar
agacha;agachar
encesta;encestar
ensarta;ensartar
enrola;enrolar
intercepta;interceptar
coacciona;coaccionar
basurea;basurear
desarticula;desarticular
perpetra;perpetrar
disuade;disuadir
lude;ludir
encabalga;encabalgar
apabulla;apabullar
sacia;saciar
fastidia;fastidiar
intimida;intimidar
ridiculiza;ridiculizar
coocurre;coocurrir
alisa;alisar
escandaliza;escandalizar
indi;indar
vindica;vindicar
democratiza;democratizar
particulariza;particularizar
chuma;chumar
decrementa;decrementar
esfuma;esfumar
aplaude;aplaudir
direcciona;direccionar
despersonaliza;despersonalizar
desfocaliza;desfocalizar
reconforta;reconfortar
solloza;sollozar
timbra;timbrar
abrocha;abrochar
renegocia;renegociar
entrecorta;entrecortar
acompasa;acompasar
sobrealimenta;sobrealimentar
destierra;desterrar
depila;depilar
bombardea;bombardear
embellece;embellecer
disiente;disentir
reencarna;reencarnar
desploma;desplomar
editorializa;editorializar
reagrupa;reagrupar
desinfecta;desinfectar
chapurrea;chapurrear
gesticula;gesticular
abdica;abdicar
concursa;concursar
escarmienta;escarmentar
repiensa;repensar
desaprende;desaprender
guerrea;guerrear
lastima;lastimar
deshumaniza;deshumanizar
colima;colimar
imbuye;imbuir
mentaliza;mentalizar
desensibiliza;desensibilizar
concadena;concadenar
reinscribe;reinscribir
sobresalta;sobresaltar
transfigura;transfigurar
subregistra;subregistrar
desembaraza;desembarazar
mecaniza;mecanizar
compenetra;compenetrar
descorcha;descorchar
aceita;aceitar
menea;menear
autosacrifica;autosacrificar
reanima;reanimar
autocritica;autocriticar
autoexcluye;autoexcluir
entorcha;entorchar
desgonza;desgonzar
reprueba;reprobar
reencuentra;reencontrar
avoca;avocar
enclaustra;enclaustrar
desrealiza;desrealizar
cimbrea;cimbrear
triangula;triangular
asola;asolar
deglute;deglutir
refluye;refluir
ultralate;ultralatir
reune;reunir
aterroriza;aterrorizar
esteriliza;esterilizar
extravasa;extravasar
andi;andar
cauteriza;cauterizar
dilacera;dilacerar
macha;machar
naja;najar
partea;partear
recala;recalar
atrasa;atrasar
descama;descamar
veja;vejar
taladra;taladrar
alleva;allevar
cobisa;cobisar
rubrica;rubricar
recede;receder
inequivoca;inequivocar
mistifica;mistificar
alcohola;alcoholar
amortiza;amortizar
covisa;covisar
reboza;rebozar
sobreoptimiza;sobreoptimizar
infraoptimiza;infraoptimizar
repace;repacer
lambe;lamber
carnea;carnear
uniforma;uniformar
enmohece;enmohecer
reinventa;reinventar
reemerge;reemerger
dogmatiza;dogmatizar
desataca;desatacar
presagia;presagiar
autodeclara;autodeclarar
compartimenta;compartimentar
trascribe;trascribir
aparea;aparear
sesea;sesear
desgarra;desgarrar
eyacula;eyacular
repta;reptar
aniela;anielar
reexamina;reexaminar
ambienta;ambientar
carea;carear
monetiza;monetizar
envilece;envilecer
sateliza;satelizar
indemniza;indemnizar
frivoliza;frivolizar
ennegrece;ennegrecer
desparrama;desparramar
transfunde;transfundir
chamusca;chamuscar
entremete;entremeter
desembarca;desembarcar
zarandea;zarandear
cabrea;cabrear
saltea;saltear
aterriza;aterrizar
trasfiere;trasferir
obscurece;obscurecer
fructifica;fructificar
biempica;biempicar
exhala;exhalar
digitaliza;digitalizar
sobresimplifica;sobresimplificar
embebe;embeber
deshincha;deshinchar
reexpande;reexpandir
inestabiliza;inestabilizar
coadministra;coadministrar
coestimula;coestimular
encastra;encastrar
descongestiona;descongestionar
acata;acatar
precia;preciar
pigmenta;pigmentar
detrae;detraer
escarifica;escarificar
descuenta;descontar
subiza;subizar
esculpe;esculpir
insola;insolar
telefonea;telefonear
subcultiva;subcultivar
barrea;barrear
reprende;reprender
rasca;rascar
infraidentifica;infraidentificar
tararea;tararear
espacia;espaciar
excepciona;excepcionar
sobreestimula;sobreestimular
poliniza;polinizar
autodirige;autodirigir
enrarece;enrarecer
ladea;ladear
merodea;merodear
revigoriza;revigorizar
dramatiza;dramatizar
cuaja;cuajar
atropella;atropellar
atiba;atibar
endosa;endosar
defenestra;defenestrar
renombra;renombrar
reconsidera;reconsiderar
muele;moler
aloma;alomar
desenrolla;desenrollar
estila;estilar
mista;mistar
sabotea;sabotear
prepondera;preponderar
desclasifica;desclasificar
direta;diretar
estatuye;estatuir
ameniza;amenizar
alastra;alastrar
pretensa;pretensar
reintenta;reintentar
preinstalo;preinstalar
desinstitucionaliza;desinstitucionalizar
reencamina;reencaminar
comea;comear
enflaquece;enflaquecer
revuelve;revolver
infradiagnostica;infradiagnosticar
procrea;procrear
adama;adamar
autoidentifica;autoidentificar
laurea;laurear
ambiciona;ambicionar
inviabiliza;inviabilizar
rearticula;rearticular
discursa;discursar
coordena;coordenar
autoexamina;autoexaminar
avista;avistar
juma;jumar
autoalimenta;autoalimentar
infarta;infartar
corporifica;corporificar
apalla;apallar
formatea;formatear
abalo;abalar
berrea;berrear
delibera;deliberar
patentiza;patentizar
ilegitima;ilegitimar
declama;declamar
mastica;masticar
tonifica;tonificar
ambula;ambular
agoniza;agonizar
disloca;dislocar
rebosa;rebosar
regatea;regatear
perova;perovar
prolate;prolatir
vota;votar
recapta;recaptar
interopera;interoperar
incinera;incinerar
autopunciona;autopuncionar
aajusta;aajustar
impulsa;impulsar
bombea;bombear
emplea;emplear
bloquea;bloquear
propulsa;propulsar
expulsa;expulsar
educa;educar
hereda;heredar
pulsa;pulsar
ensalza;ensalzar
filosofa;filosofar
participa;participar
refuerza;reforzar
palpa;palpar
boquea;boquear
arquea;arquear
colapsa;colapsar
traquea;traquear
extirpa;extirpar
sobreda;sobredar
broncea;broncear
arranca;arrancar
topa;topar
triunfa;triunfar
anticipa;anticipar
vuelca;volcar
entronca;entroncar
increpa;increpar
disipa;disipar
recablea;recablear
eclipsa;eclipsar
machuca;machucar
esfuerza;esforzar
bucea;bucear
emancipa;emancipar
inculca;inculcar
filma;filmar
tambalea;tambalear
discrepa;discrepar
flaquea;flaquear
arropa;arropar
brinca;brincar
recalca;recalcar
destripa;destripar
entusiasma;entusiasmar
abisma;abismar
escabulle;escabullir
rebulle;rebullir
inculpa;inculpar
contrabalancea;contrabalancear
bracea;bracear
engulle;engullir
pasma;pasmar
zambulle;zambullir
reda;redar
desbloquea;desbloquear
homenajea;homenajear
campa;campar
caracolea;caracolear
esquilma;esquilmar
enreda;enredar
realza;realzar
remeda;remedar
estereotipa;estereotipar
olea;olear
pule;pulir
reeduca;reeducar
asquea;asquear
enzarza;enzarzar
ojea;ojear
hipa;hipar
dopa;dopar
solea;solear
bolea;bolear
escorza;escorzar
amarillea;amarillear
lincea;lincear
chantajea;chantajear
tulle;tullir
almuerza;almorzar
parpa;parpar
endulza;endulzar
atopa;atopar
balea;balear
diatrampa;diatrampar
reembolsa;reembolsar
ancochea;ancochear
alea;alear
callea;callear
desenreda;desenredar
pellizca;pellizcar
enuclea;enuclear
preda;predar
mulle;mullir
desbanca;desbancar
teclea;teclear
angolea;angolear
jode;joder
equipa;equipar
balbucea;balbucear
entrampa;entrampar
engarza;engarzar
cojea;cojear
afinca;afincar
encrespa;encrespar
conculca;conculcar
exculpa;exculpar
blanquea;blanquear
trocea;trocear
autoenuclea;autoenuclear
acurruca;acurrucar
franquea;franquear
balancea;balancear
parchea;parchear
atropa;atropar
embolisma;embolismar
atranca;atrancar
distopa;distopar
combina;combinar
oxigena;oxigenar
retorna;retornar
inclina;inclinar
almacena;almacenar
coordina;coordinar
maquina;maquinar
opina;opinar
afina;afinar
cercena;cercenar
destina;destinar
declina;declinar
arruina;arruinar
fascina;fascinar
trastorna;trastornar
patrocina;patrocinar
alucina;alucinar
patina;patinar
aliena;alienar
aglutina;aglutinar
adorna;adornar
subordina;subordinar
soborna;sobornar
predestina;predestinar
adoctrina;adoctrinar
confina;confinar
adocena;adocenar
enajena;enajenar
orna;ornar
desoxigena;desoxigenar
carmena;carmenar
envenena;envenenar
incardina;incardinar
avecina;avecinar
apena;apenar
vaticina;vaticinar
abochorna;abochornar
concatena;concatenar
turna;turnar
inopina;inopinar
rebobina;rebobinar
atina;atinar
empecina;empecinar
apadrina;apadrinar
ocasiona;ocasionar
lesiona;lesionar
presiona;presionar
impresiona;impresionar
reflexiona;reflexionar
distorsiona;distorsionar
consagra;consagrar
aprisiona;aprisionar
sobredimensiona;sobredimensionar
emigra;emigrar
ilusiona;ilusionar
autolesiona;autolesionar
peligra;peligrar
obsesiona;obsesionar
apasiona;apasionar
fusiona;fusionar
sangra;sangrar
visiona;visionar
desilusiona;desilusionar
desanexiona;desanexionar
desangra;desangrar
denigra;denigrar
erosiona;erosionar
flexiona;flexionar
colisiona;colisionar
comisiona;comisionar
incursiona;incursionar
dimensiona;dimensionar
inmigra;inmigrar
convulsiona;convulsionar
cohesiona;cohesionar
infiltra;infiltrar
engloba;englobar
entuba;entubar
cohoba;cohobar
exacerba;exacerbar
perturba;perturbar
filtra;filtrar
abomba;abombar
arrumba;arrumbar
roba;robar
despega;despegar
delinque;delinquir
conturba;conturbar
idolatra;idolatrar
derrumba;derrumbar
incuba;incubar
arbitra;arbitrar
atisba;atisbar
intuba;intubar
estorba;estorbar
empotra;empotrar
cocohoba;cocohobar
masturba;masturbar
alivia;aliviar
auxilia;auxiliar
concilia;conciliar
delega;delegar
folia;foliar
principia;principiar
testimonia;testimoniar
relega;relegar
ingenia;ingeniar
exilia;exiliar
afilia;afiliar
alega;alegar
reapropia;reapropiar
apropia;apropiar
apremia;apremiar
obsequia;obsequiar
premia;premiar
desapropia;desapropiar
acadmia;acadmiar
reconcilia;reconciliar
encomia;encomiar
