TEXTO;CORRECCION
provienen;provenir
denominan;denominar
mediados;mediar
necesitan;necesitar
infectado;infectar
favorecidas;favorecer
adheridas;adherir
ganan;ganar
prolongada;prolongar
localizadas;localizar
facilitado;facilitar
señaladas;señalar
actuado;actuar
caracterizadas;caracterizar
resultarán;resultar
usaron;usar
consisten;consistir
adquirido;adquirir
tomados;tomar
caben;caber
seleccionado;seleccionar
involucrado;involucrar
padecido;padecer
desplazan;desplazar
ocasionando;ocasionar
recomiendan;recomendar
dirigida;dirigir
miden;medir
basado;basar
recibió;recibir
reportan;reportar
aumentó;aumentar
localizan;localizar
duran;durar
mejoran;mejorar
limitada;limitar
ayudan;ayudar
subido;subir
lidian;lidiar
determino;determinar
murieron;morir
enfocado;enfocar
basados;basar
demostraron;demostrar
aparecieron;aparecer
preocupados;preocupar
atribuidas;atribuir
vistos;ver
opacan;opacar
publicados;publicar
intermedia;intermediar
resistiendo;resistir
insistiremos;insistir
vi;ver
prevenida;prevenir
revertida;revertir
logró;lograr
transmitida;transmitir
generadas;generar
desmayan;desmayar
cursan;cursar
dando;dar
definiendo;definir
calculando;calcular
apropiada;apropiar
obligando;obligar
emanan;emanar
incrementado;incrementar
creando;crear
causará;causar
llevando;llevar
presentará;presentar
esparcen;esparcir
aumentada;aumentar
mostrará;mostrar
medido;medir
justificada;justificar
beneficiarían;beneficiar
apreciado;apreciar
aha;ahaber
archivado;archivar
comentadas;comentar
opuestos;oponer
experimentan;experimentar
estimulado;estimular
sobredimensionadas;sobredimensionar
organizado;organizar
circulan;circular
favorecen;favorecer
desorganizados;desorganizar
estimada;estimar
deteriorada;deteriorar
estimó;estimar
identificó;identificar
halló;hallar
supusieron;suponer
detectada;detectar
cambiado;cambiar
terminan;terminar
determinando;determinar
beben;beber
quejan;quejar
señalarían;señalar
ponen;poner
presentada;presentar
determinan;determinar
centran;centrar
colaborado;colaborar
alteran;alterar
preparando;preparar
prolongando;prolongar
difundido;difundir
limitado;limitar
observado;observar
dependen;depender
agrupan;agrupar
modificada;modificar
aprobada;aprobar
bloqueando;bloquear
reservan;reservar
figuran;figurar
toman;tomar
investigado;investigar
tolerada;tolerar
estabilizando;estabilizar
arriesgada;arriesgar
responden;responder
ocupado;ocupar
limitados;limitar
mejorados;mejorar
anunciado;anunciar
dilatada;dilatar
identificado;identificar
calculada;calcular
restando;restar
conducen;conducir
controlan;controlar
tendrá;tener
invierten;invertir
notado;notar
tolerado;tolerar
variados;variar
originada;originar
vigilada;vigilar
causados;causar
anteceden;anteceder
tratada;tratar
aislada;aislar
complicada;complicar
diagnosticados;diagnosticar
duplicó;duplicar
calculado;calcular
corresponden;corresponder
expulsada;expulsar
tendrán;tener
tomadas;tomar
irá;ir
establecida;establecer
definió;definir
unido;unir
publicado;publicar
considerado;considerar
barré;barrar
contribuyen;contribuir
mantiene;mantener
exagerado;exagerar
secretada;secretar
estudiado;estudiar
involucrados;involucrar
encontrado;encontrar
enriquecidos;enriquecer
publicadas;publicar
participan;participar
ocupan;ocupar
dada;dar
opuestas;oponer
regulada;regular
entienden;entender
comprendidos;comprender
excretan;excretar
enfocados;enfocar
preceden;preceder
alterados;alterar
inapropiada;inapropiar
complicados;complicar
recolectada;recolectar
provista;proveer
atendido;atender
interrogando;interrogar
carbonatadas;carbonatar
planeados;planear
resuelto;resolver
ayudará;ayudar
recostada;recostar
apoyadas;apoyar
ajustado;ajustar
revisado;revisar
deberán;deber
superado;superar
aplicando;aplicar
desinflando;desinflar
medirá;medir
explicados;explicar
certificadas;certificar
discutieron;discutir
aplican;aplicar
buscarán;buscar
describiendo;describir
piden;pedir
buscan;buscar
diseñadas;diseñar
representados;representar
desarrolladas;desarrollar
reservadas;reservar
restringido;restringir
deducen;deducir
reflejan;reflejar
absorbidos;absorber
utilizada;utilizar
codificada;codificar
resumiendo;resumir
expuesto;exponer
contrates;contratar
obtenidas;obtener
difieren;diferir
anulados;anular
repetida;repetir
inyectado;inyectar
determinado;determinar
depositará;depositar
fijará;fijar
administradas;administrar
ofreciendo;ofrecer
permitido;permitir
optimizando;optimizar
absorbida;absorber
computada;computar
provistas;proveer
introducen;introducir
seleccionan;seleccionar
aceptadas;aceptar
inhalados;inhalar
estudiada;estudiar
obtuvo;obtener
demoró;demorar
obtenían;obtener
sometida;someter
subexpuesta;subexponer
sobreexpuesta;sobreexponer
dedicadas;dedicar
obtenidos;obtener
adquieren;adquirir
obtenida;obtener
dedicados;dedicar
aplicado;aplicar
difuminan;difuminar
reemplazado;reemplazar
programan;programar
produjo;producir
referenciada;referenciar
repetidas;repetir
limitadas;limitar
colimado;colimar
trasmitida;trasmitir
recostado;recostar
ubicados;ubicar
filtrada;filtrar
contenidas;contener
estudiados;estudiar
visualizadas;visualizar
relacionan;relacionar
comparado;comparar
aplicados;aplicar
evolucionado;evolucionar
entregadas;entregar
progresado;progresar
establecidos;establecer
avanzado;avanzar
reemplazando;reemplazar
planificado;planificar
desenvuelven;desenvolver
adaptada;adaptar
creados;crear
ecualizando;ecualizar
reflejadas;reflejar
estudian;estudiar
parecen;parecer
documentada;documentar
llevados;llevar
usada;usar
magnificando;magnificar
producían;producir
manipulados;manipular
diagnostican;diagnosticar
actuando;actuar
surgiendo;surgir
viajando;viajar
instalan;instalar
quitan;quitar
reparan;reparar
calibran;calibrar
interactúan;interactuar
requeridos;requerir
proveerá;proveer
comprado;comprar
dejado;dejar
mencionado;mencionar
contratan;contratar
reacondicionados;reacondicionar
desarrollan;desarrollar
templa;templar
transformada;transformar
analizado;analizar
confundida;confundir
resuenan;resonar
ejercido;ejercer
manipulada;manipular
creó;crear
integran;integrar
abiertos;abrir
apuntan;apuntar
gobernada;gobernar
dicen;decir
orientará;orientar
repartirán;repartir
cambiarán;cambiar
retornarán;retornar
perdiendo;perder
podrán;poder
añaden;añadir
inyectan;inyectar
eliminados;eliminar
informado;informar
procurando;procurar
provocadas;provocar
recibido;recibir
desconocen;desconocer
investigando;investigar
verá;ver
atraído;atraer
volando;volar
verán;ver
atraídos;atraer
reaccionarán;reaccionar
encienden;encender
provocado;provocar
introducidos;introducir
posibilitan;posibilitar
interaccionan;interaccionar
realizará;realizar
prolongadas;prolongar
mencionados;mencionar
causaran;causar
apoyan;apoyar
aprobó;aprobar
tratan;tratar
superados;superar
detallado;detallar
rebasados;rebasar
establecido;establecer
controvertido;controvertir
indican;indicar
pasarían;pasar
resolved;resolver
echo;echar
abreviado;abreviar
provocada;provocar
recibida;recibir
referidas;referir
estando;estar
debieron;deber
morirá;morir
cargado;cargar
sometido;someter
aumentará;aumentar
sabían;saber
padecían;padecer
recibían;recibir
ceden;ceder
varían;variar
taponando;taponar
viajado;viajar
combinadas;combinar
incluidas;incluir
pone;poner
incluida;incluir
dañado;dañar
dio;dar
circunscrita;circunscribir
infartado;infartar
pierden;perder
infartada;infartar
ingieren;ingerir
restauró;restaurar
disminuida;disminuir
hará;hacer
dedicada;dedicar
coinciden;coincidir
descrito;describir
permitirán;permitir
categorizado;categorizar
agarrando;agarrar
donado;donar
conectado;conectar
sabido;saber
transcurrido;transcurrir
redefinidos;redefinir
acompañada;acompañar
liberan;liberar
usaban;usar
suben;subir
incrementan;incrementar
asumiendo;asumir
combinan;combinar
identificadas;identificar
calificado;calificar
plantean;plantear
obstruidos;obstruir
esperan;esperar
minimizando;minimizar
dobladas;doblar
prefieren;preferir
administrará;administrar
aplicada;aplicar
comenzado;comenzar
estimulando;estimular
desarrollada;desarrollar
inyectadas;inyectar
obstaculizan;obstaculizar
abortando;abortar
practicadas;practicar
entrados;entrar
relajan;relajar
salido;salir
presentarán;presentar
compensando;compensar
regresarán;regresar
sobrepondrá;sobreponer
compensada;compensar
volverá;volver
aumentarán;aumentar
llegarán;llegar
descompensada;descompensar
instalado;instalar
hipertrofiada;hipertrofiar
padeció;padecer
salió;salir
traspasado;traspasar
deteriorado;deteriorar
requiriendo;requerir
confirmado;confirmar
anticuado;anticuar
estimado;estimar
sobreviven;sobrevivir
conferido;conferir
industrializados;industrializar
imponen;imponer
sobrecargado;sobrecargar
agrupadas;agrupar
predispuestos;predisponer
activados;activar
ejercen;ejercer
causarán;causar
inadecuado;inadecuar
disminuido;disminuir
activando;activar
dividen;dividir
dilatados;dilatar
traducirá;traducir
aislado;aislar
sobreponen;sobreponer
transmitirá;transmitir
provocará;provocar
retiene;retener
desplazada;desplazar
extravasado;extravasar
fallando;fallar
dilatan;dilatar
conllevando;conllevar
conservan;conservar
expresan;expresar
distendida;distender
compensado;compensar
cuantificada;cuantificar
atendidos;atender
contraindicado;contraindicar
empeoran;empeorar
indicados;indicar
extendida;extender
demostradas;demostrar
marcando;marcar
demostró;demostrar
beneficiaron;beneficiar
probado;probar
observó;observar
encontraban;encontrar
regurgitado;regurgitar
manejada;manejar
entrará;entrar
saliendo;salir
tornará;tornar
desarrollará;desarrollar
dilatado;dilatar
entrado;entrar
manifestando;manifestar
ameritan;ameritar
detalladas;detallar
fluyendo;fluir
encontrada;encontrar
limitan;limitar
aceptan;aceptar
respetando;respetar
pronostican;pronosticar
conservada;conservar
demostrando;demostrar
opuesto;oponer
rigen;regir
recibirá;recibir
llevará;llevar
originará;originar
acompañará;acompañar
ralentizan;ralentizar
desencadenan;desencadenar
llegado;llegar
expuestas;exponer
entregado;entregar
deprimida;deprimir
practicado;practicar
sometidas;someter
apoyado;apoyar
inventaron;inventar
empapada;empapar
continuó;continuar
latiendo;latir
inventó;inventar
sucedió;suceder
interfiriendo;interferir
procedió;proceder
construido;construir
alimentado;alimentar
hicieron;hacer
encaminaron;encaminar
construyó;construir
transistorizado;transistorizar
acomodado;acomodar
permitían;permitir
traspasaban;traspasar
fijados;fijar
conectaron;conectar
duró;durar
colocados;colocar
demostrada;demostrar
implantó;implantar
mejorada;mejorar
construidos;construir
supuso;suponer
vivió;vivir
llevado;llevar
convirtió;convertir
experimentaban;experimentar
desarrollaron;desarrollar
accionados;accionar
sobrepasados;sobrepasar
convirtieron;convertir
superó;superar
forrando;forrar
sellada;sellar
contribuyeron;contribuir
anunció;anunciar
necesitarán;necesitar
usarían;usar
mostró;mostrar
andes;andar
sobresalen;sobresalir
interconectada;interconectar
regulado;regular
modulada;modular
perfundido;perfundir
consumiendo;consumir
acortada;acortar
excluyendo;excluir
carecen;carecer
infiltrado;infiltrar
reconocidas;reconocer
agrandado;agrandar
limitando;limitar
codifican;codificar
hipertrofiado;hipertrofiar
hipertrofiados;hipertrofiar
reconocida;reconocer
separado;separar
comprendidas;comprender
descritas;describir
revelan;revelar
conoces;conocer
evidencian;evidenciar
señalado;señalar
actualizada;actualizar
engrosado;engrosar
mutado;mutar
novo;novar
codificadas;codificar
creado;crear
pronunciada;pronunciar
recubren;recubrir
fijando;fijar
atravesada;atravesar
manteniendo;mantener
inervan;inervar
irrigado;irrigar
diversifican;diversificar
inducen;inducir
erguido;erguir
ocasionada;ocasionar
evolucionan;evolucionar
seriados;seriar
guiada;guiar
resuelven;resolver
adhieren;adherir
escriben;escribir
reaccionan;reaccionar
detectan;detectar
convertida;convertir
relajado;relajar
engrosada;engrosar
sobresalida;sobresalir
tocado;tocar
rodeada;rodear
acuñado;acuñar
asociaban;asociar
hacían;hacer
diagnosticada;diagnosticar
usaran;usar
anticuadas;anticuar
clasificado;clasificar
subdividido;subdividir
unen;unir
existieran;existir
estimaban;estimar
debilitan;debilitar
conectan;conectar
predispone;predisponer
mencionada;mencionar
involucrando;involucrar
saben;saber
irradiado;irradiar
incorporado;incorporar
consolidadas;consolidar
afectando;afectar
influenciada;influenciar
ordenado;ordenar
operado;operar
experimentado;experimentar
contribuido;contribuir
operados;operar
evidenciado;evidenciar
expuestos;exponer
constituyendo;constituir
sustituido;sustituir
arriesgadas;arriesgar
usadas;usar
reportado;reportar
requeridas;requerir
integrada;integrar
diseñados;diseñar
elaborados;elaborar
basan;basar
remontan;remontar
prescrito;prescribir
relató;relatar
prolongados;prolongar
desapareció;desaparecer
registrado;registrar
estructuró;estructurar
inaugurado;inaugurar
destacaron;destacar
instauraron;instaurar
maye;mayar
egresados;egresar
concluida;concluir
evaluado;evaluar
recabada;recabar
hospitalizados;hospitalizar
hospitalizado;hospitalizar
supervisado;supervisar
culminada;culminar
espaciada;espaciar
aprendido;aprender
incorporan;incorporar
entrenan;entrenar
supervisada;supervisar
restaurando;restaurar
atenúan;atenuar
evitan;evitar
tuvo;tener
constituida;constituir
constituyeron;constituir
logrado;lograr
estuvo;estar
coordinado;coordinar
escapan;escapar
actualizado;actualizar
trasplantado;trasplantar
incorporados;incorporar
perfeccionando;perfeccionar
diferenciando;diferenciar
prohibidos;prohibir
permitió;permitir
facilito;facilitar
programado;programar
capacitado;capacitar
encontrando;encontrar
deseados;desear
medico;medicar
refuerzan;reforzar
propagado;propagar
coordinada;coordinar
distribuido;distribuir
desencadenando;desencadenar
irrigadas;irrigar
progresando;progresar
requieres;requerir
asemejado;asemejar
exagerada;exagerar
rozando;rozar
aprecian;apreciar
limitará;limitar
comunicará;comunicar
activan;activar
citadas;citar
induciendo;inducir
destacan;destacar
abogan;abogar
proponen;proponer
curado;curar
james;jamar
empeorados;empeorar
confundido;confundir
registrando;registrar
corregidas;corregir
aproximada;aproximar
comprimiendo;comprimir
llenan;llenar
