CODIGO;DESCRIPCION;CODIGO_AGRUP;DESCRIPCION_AGRUP
I50.41;Insuficiencia cardiaca combinada sistolica y diastolica (congestiva), aguda;I30-I52;Otras formas de enfermedad cardiaca
I50.42;Insuficiencia cardiaca combinada sistolica y diastolica (congestiva), cronica;I30-I52;Otras formas de enfermedad cardiaca
I50.43;Insuficiencia cardiaca combinada sistolica y diastolica (congestiva), aguda sobre cronica;I30-I52;Otras formas de enfermedad cardiaca
I50.9;Insuficiencia cardiaca, no especificada;I30-I52;Otras formas de enfermedad cardiaca
I51.0;Defecto del tabique cardiaco, adquirido;I30-I52;Otras formas de enfermedad cardiaca
I51.1;Rotura de cuerdas tendinosas, no clasificada bajo otro concepto;I30-I52;Otras formas de enfermedad cardiaca
I51.2;Rotura de musculo papilar, no clasificada bajo otro concepto;I30-I52;Otras formas de enfermedad cardiaca
I51.3;Trombosis intracardiaca, no clasificada bajo otro concepto;I30-I52;Otras formas de enfermedad cardiaca
I51.4;Miocarditis, no especificada;I30-I52;Otras formas de enfermedad cardiaca
I51.5;Degeneracion miocardica;I30-I52;Otras formas de enfermedad cardiaca
I51.7;Cardiomegalia;I30-I52;Otras formas de enfermedad cardiaca
I51.81;Sindrome takotsubo;I30-I52;Otras formas de enfermedad cardiaca
I51.89;Otras enfermedades mal definidas cardiacas;I30-I52;Otras formas de enfermedad cardiaca
I51.9;Enfermedad cardiaca, no especificada;I30-I52;Otras formas de enfermedad cardiaca
I52;Otros trastornos cardiacos en enfermedades clasificadas bajo otro concepto;I30-I52;Otras formas de enfermedad cardiaca
I60.00;Hemorragia subaracnoidea no traumatica de sifon y bifurcacion carotideos no especificados;I60-I69;Enfermedades cerebrovasculares
I60.01;Hemorragia subaracnoidea no traumatica de sifon y bifurcacion carotideos derechos;I60-I69;Enfermedades cerebrovasculares
I60.02;Hemorragia subaracnoidea no traumatica de sifon y bifurcacion carotideos izquierdos;I60-I69;Enfermedades cerebrovasculares
I60.10;Hemorragia subaracnoidea no traumatica de arteria cerebral media no especificada;I60-I69;Enfermedades cerebrovasculares
I60.11;Hemorragia subaracnoidea no traumatica de arteria cerebral media derecha;I60-I69;Enfermedades cerebrovasculares
I60.12;Hemorragia subaracnoidea no traumatica de arteria cerebral media izquierda;I60-I69;Enfermedades cerebrovasculares
I60.20;Hemorragia subaracnoidea no traumatica de arteria comunicante anterior no especificada;I60-I69;Enfermedades cerebrovasculares
I60.21;Hemorragia subaracnoidea no traumatica de arteria comunicante anterior derecha;I60-I69;Enfermedades cerebrovasculares
I60.22;Hemorragia subaracnoidea no traumatica de arteria comunicante anterior izquierda;I60-I69;Enfermedades cerebrovasculares
I60.30;Hemorragia subaracnoidea no traumatica de arteria comunicante posterior no especificada;I60-I69;Enfermedades cerebrovasculares
I60.31;Hemorragia subaracnoidea no traumatica de arteria comunicante posterior derecha;I60-I69;Enfermedades cerebrovasculares
I60.32;Hemorragia subaracnoidea no traumatica de arteria comunicante posterior izquierda;I60-I69;Enfermedades cerebrovasculares
I60.4;Hemorragia subaracnoidea no traumatica de arteria basilar;I60-I69;Enfermedades cerebrovasculares
I60.50;Hemorragia subaracnoidea no traumatica de arteria vertebral no especificada;I60-I69;Enfermedades cerebrovasculares
I60.51;Hemorragia subaracnoidea no traumatica de arteria vertebral derecha;I60-I69;Enfermedades cerebrovasculares
I60.52;Hemorragia subaracnoidea no traumatica de arteria vertebral izquierda;I60-I69;Enfermedades cerebrovasculares
I60.6;Hemorragia subaracnoidea no traumatica de otras arterias intracraneales;I60-I69;Enfermedades cerebrovasculares
I60.7;Hemorragia subaracnoidea no traumatica de arteria intracraneal no especificada;I60-I69;Enfermedades cerebrovasculares
I60.8;Otra hemorragia subaracnoidea no traumatica;I60-I69;Enfermedades cerebrovasculares
I60.9;Hemorragia subaracnoidea no traumatica, no especificada;I60-I69;Enfermedades cerebrovasculares
I61.0;Hemorragia intracerebral no traumatica en hemisferio, subcortical;I60-I69;Enfermedades cerebrovasculares
I61.1;Hemorragia intracerebral no traumatica en hemisferio, cortical;I60-I69;Enfermedades cerebrovasculares
I61.2;Hemorragia intracerebral no traumatica en hemisferio, no especificada;I60-I69;Enfermedades cerebrovasculares
I61.3;Hemorragia intracerebral no traumatica en tronco cerebral;I60-I69;Enfermedades cerebrovasculares
I61.4;Hemorragia intracerebral no traumatica en cerebelo;I60-I69;Enfermedades cerebrovasculares
I61.5;Hemorragia intracerebral no traumatica, intraventricular;I60-I69;Enfermedades cerebrovasculares
I61.6;Hemorragia intracerebral no traumatica, localizacion multiple;I60-I69;Enfermedades cerebrovasculares
I61.8;Otra hemorragia intracerebral no traumatica;I60-I69;Enfermedades cerebrovasculares
I61.9;Hemorragia intracerebral no traumatica, no especificada;I60-I69;Enfermedades cerebrovasculares
I62.00;Hemorragia subdural no traumatica, no especificada;I60-I69;Enfermedades cerebrovasculares
I62.01;Hemorragia subdural aguda no traumatica;I60-I69;Enfermedades cerebrovasculares
I62.02;Hemorragia subdural subaguda no traumatica;I60-I69;Enfermedades cerebrovasculares
I62.03;Hemorragia subdural cronica no traumatica;I60-I69;Enfermedades cerebrovasculares
I62.1;Hemorragia extradural no traumatica;I60-I69;Enfermedades cerebrovasculares
I62.9;Hemorragia intracraneal no traumatica, no especificada;I60-I69;Enfermedades cerebrovasculares
I63.00;Infarto cerebral debido a trombosis de arteria precerebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.011;Infarto cerebral debido a trombosis de arteria vertebral derecha;I60-I69;Enfermedades cerebrovasculares
I63.012;Infarto cerebral debido a trombosis de arteria vertebral izquierda;I60-I69;Enfermedades cerebrovasculares
I63.019;Infarto cerebral debido a trombosis de arteria vertebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.02;Infarto cerebral debido a trombosis de arteria basilar;I60-I69;Enfermedades cerebrovasculares
I63.031;Infarto cerebral debido a trombosis de arteria carotida derecha;I60-I69;Enfermedades cerebrovasculares
I63.032;Infarto cerebral debido a trombosis de arteria carotida izquierda;I60-I69;Enfermedades cerebrovasculares
I63.039;Infarto cerebral debido a trombosis de arteria carotida no especificada;I60-I69;Enfermedades cerebrovasculares
I63.09;Infarto cerebral debido a trombosis de otra arteria precerebral;I60-I69;Enfermedades cerebrovasculares
I63.10;Infarto cerebral debido a embolia de arteria precerebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.111;Infarto cerebral debido a embolia de arteria vertebral izquierda;I60-I69;Enfermedades cerebrovasculares
I63.112;Infarto cerebral debido a embolia de arteria vertebral derecha;I60-I69;Enfermedades cerebrovasculares
I63.119;Infarto cerebral debido a embolia de arteria vertebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.12;Infarto cerebral debido a embolia de arteria basilar;I60-I69;Enfermedades cerebrovasculares
I63.131;Infarto cerebral debido a embolia de arteria carotida derecha;I60-I69;Enfermedades cerebrovasculares
I63.132;Infarto cerebral debido a embolia de arteria carotida izquierda;I60-I69;Enfermedades cerebrovasculares
I63.139;Infarto cerebral debido a embolia de arteria carotida no especificada;I60-I69;Enfermedades cerebrovasculares
I63.19;Infarto cerebral debido a embolia de otra arteria precerebral;I60-I69;Enfermedades cerebrovasculares
I63.20;Infarto cerebral debido a oclusion o estenosis no especificada de arterias precerebrales no especificada;I60-I69;Enfermedades cerebrovasculares
I63.211;Infarto cerebral debido a oclusion o estenosis no especificada de arterias vertebrales derechas;I60-I69;Enfermedades cerebrovasculares
I63.212;Infarto cerebral debido a oclusion o estenosis no especificada de arterias vertebrales izquierdas;I60-I69;Enfermedades cerebrovasculares
I63.219;Infarto cerebral debido a oclusion o estenosis no especificada de arterias vertebrales no especificada;I60-I69;Enfermedades cerebrovasculares
I63.22;Infarto cerebral debido a oclusion o estenosis no especificada de arterias basilares;I60-I69;Enfermedades cerebrovasculares
I63.231;Infarto cerebral debido a oclusion o estenosis no especificada de arteria carotida derecha;I60-I69;Enfermedades cerebrovasculares
I63.232;Infarto cerebral debido a oclusion o estenosis no especificada de arteria carotida izquierda;I60-I69;Enfermedades cerebrovasculares
I63.239;Infarto cerebral debido a oclusion o estenosis no especificada de arteria carotida no especificada;I60-I69;Enfermedades cerebrovasculares
I63.29;Infarto cerebral debido a oclusion o estenosis no especificada de otras arterias precerebrales;I60-I69;Enfermedades cerebrovasculares
I63.30;Infarto cerebral debido a trombosis de arteria cerebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.311;Infarto cerebral debido a trombosis de arteria cerebral media derecha;I60-I69;Enfermedades cerebrovasculares
I63.312;Infarto cerebral debido a trombosis de arteria cerebral media izquierda;I60-I69;Enfermedades cerebrovasculares
I63.319;Infarto cerebral debido a trombosis de arteria cerebral media no especificada;I60-I69;Enfermedades cerebrovasculares
I63.321;Infarto cerebral debido a trombosis de arteria cerebral anterior derecha;I60-I69;Enfermedades cerebrovasculares
I63.322;Infarto cerebral debido a trombosis de arteria cerebral anterior izquierda;I60-I69;Enfermedades cerebrovasculares
I63.329;Infarto cerebral debido a trombosis de arteria cerebral anterior no especificada;I60-I69;Enfermedades cerebrovasculares
I63.331;Infarto cerebral debido a trombosis de arteria cerebral posterior derecha;I60-I69;Enfermedades cerebrovasculares
I63.332;Infarto cerebral debido a trombosis de arteria cerebral posterior izquierda;I60-I69;Enfermedades cerebrovasculares
I63.339;Infarto cerebral debido a trombosis de arteria cerebral posterior no especificada;I60-I69;Enfermedades cerebrovasculares
I63.341;Infarto cerebral debido a trombosis de arteria cerebelosa derecha;I60-I69;Enfermedades cerebrovasculares
I63.342;Infarto cerebral debido a trombosis de arteria cerebelosa izquierda;I60-I69;Enfermedades cerebrovasculares
I63.349;Infarto cerebral debido a trombosis de arteria cerebelosa no especificada;I60-I69;Enfermedades cerebrovasculares
I63.39;Infarto cerebral debido a trombosis de otra arteria cerebral;I60-I69;Enfermedades cerebrovasculares
I63.40;Infarto cerebral debido a embolia de arteria cerebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.411;Infarto cerebral debido a embolia de arteria cerebral media derecha;I60-I69;Enfermedades cerebrovasculares
I63.412;Infarto cerebral debido a embolia de arteria cerebral media izquierda;I60-I69;Enfermedades cerebrovasculares
I63.419;Infarto cerebral debido a embolia de arteria cerebral media no especificada;I60-I69;Enfermedades cerebrovasculares
I63.421;Infarto cerebral debido a embolia de arteria cerebral anterior derecha;I60-I69;Enfermedades cerebrovasculares
I63.422;Infarto cerebral debido a embolia de arteria cerebral anterior izquierda;I60-I69;Enfermedades cerebrovasculares
I63.429;Infarto cerebral debido a embolia de arteria cerebral anterior no especificada;I60-I69;Enfermedades cerebrovasculares
I63.431;Infarto cerebral debido a embolia de arteria cerebral posterior derecha;I60-I69;Enfermedades cerebrovasculares
I63.432;Infarto cerebral debido a embolia de arteria cerebral posterior izquierda;I60-I69;Enfermedades cerebrovasculares
I63.439;Infarto cerebral debido a embolia de arteria cerebral posterior no especificada;I60-I69;Enfermedades cerebrovasculares
I63.441;Infarto cerebral debido a embolia de arteria cerebelosa derecha;I60-I69;Enfermedades cerebrovasculares
I63.442;Infarto cerebral debido a embolia de arteria cerebelosa izquierda;I60-I69;Enfermedades cerebrovasculares
I63.449;Infarto cerebral debido a embolia de arteria cerebelosa no especificada;I60-I69;Enfermedades cerebrovasculares
I63.49;Infarto cerebral debido a embolia de otra arteria cerebral;I60-I69;Enfermedades cerebrovasculares
I63.50;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral no especificada;I60-I69;Enfermedades cerebrovasculares
I63.511;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral media derecha;I60-I69;Enfermedades cerebrovasculares
I63.512;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral media izquierda;I60-I69;Enfermedades cerebrovasculares
I63.519;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral media no especificada;I60-I69;Enfermedades cerebrovasculares
I63.521;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral anterior derecha;I60-I69;Enfermedades cerebrovasculares
I63.522;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral anterior izquierda;I60-I69;Enfermedades cerebrovasculares
I63.529;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral anterior no especificada;I60-I69;Enfermedades cerebrovasculares
I63.531;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral posterior izquierda;I60-I69;Enfermedades cerebrovasculares
I63.532;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral posterior derecha;I60-I69;Enfermedades cerebrovasculares
I63.539;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebral posterior no especificada;I60-I69;Enfermedades cerebrovasculares
I63.541;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebelosa izquierda;I60-I69;Enfermedades cerebrovasculares
I63.542;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebelosa derecha;I60-I69;Enfermedades cerebrovasculares
I63.549;Infarto cerebral debido a oclusion o estenosis no especificada de arteria cerebelosa no especificada;I60-I69;Enfermedades cerebrovasculares
I63.59;Infarto cerebral debido a oclusion o estenosis no especificada de otra arteria cerebral;I60-I69;Enfermedades cerebrovasculares
I63.6;Infarto cerebral debido a trombosis venosa cerebral, no piogena;I60-I69;Enfermedades cerebrovasculares
I63.8;Otros infartos cerebrales;I60-I69;Enfermedades cerebrovasculares
I63.9;Infarto cerebral, no especificado;I60-I69;Enfermedades cerebrovasculares
I65.01;Oclusion y estenosis de arteria vertebral derecha;I60-I69;Enfermedades cerebrovasculares
I65.02;Oclusion y estenosis de arteria vertebral izquierda;I60-I69;Enfermedades cerebrovasculares
I65.03;Oclusion y estenosis de arterias vertebrales bilateral;I60-I69;Enfermedades cerebrovasculares
I65.09;Oclusion y estenosis de arteria vertebral no especificada;I60-I69;Enfermedades cerebrovasculares
I65.1;Oclusion y estenosis de arteria basilar;I60-I69;Enfermedades cerebrovasculares
I65.21;Oclusion y estenosis de arteria carotida derecha;I60-I69;Enfermedades cerebrovasculares
I65.22;Oclusion y estenosis de arteria carotida izquierda;I60-I69;Enfermedades cerebrovasculares
I65.23;Oclusion y estenosis de arteria carotida bilateral;I60-I69;Enfermedades cerebrovasculares
I65.29;Oclusion y estenosis de arteria carotida, no especificada;I60-I69;Enfermedades cerebrovasculares
I65.8;Oclusion y estenosis de otras arterias precerebrales;I60-I69;Enfermedades cerebrovasculares
I65.9;Oclusion y estenosis de arteria precerebral no especificada;I60-I69;Enfermedades cerebrovasculares
I66.01;Oclusion y estenosis de arteria cerebral media derecha;I60-I69;Enfermedades cerebrovasculares
I66.02;Oclusion y estenosis de arteria cerebral media izquierda;I60-I69;Enfermedades cerebrovasculares
I66.03;Oclusion y estenosis de arterias cerebrales medias bilateral;I60-I69;Enfermedades cerebrovasculares
I66.09;Oclusion y estenosis de arteria cerebral media, no especificada;I60-I69;Enfermedades cerebrovasculares
I66.11;Oclusion y estenosis de arteria cerebral anterior derecha;I60-I69;Enfermedades cerebrovasculares
I66.12;Oclusion y estenosis de arteria cerebral anterior izquierda;I60-I69;Enfermedades cerebrovasculares
I66.13;Oclusion y estenosis de arterias cerebrales anteriores bilateral;I60-I69;Enfermedades cerebrovasculares
I66.19;Oclusion y estenosis de arteria cerebral anterior, no especificada;I60-I69;Enfermedades cerebrovasculares
